,Contact type_x,User_ID,Search_Date,Search Type,Search_On,Results,Execution time (s),Search Origin
1097,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2019,2575,0.055,BackEnd advanced search
1098,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2019 / Ji Hye Jung,80,0.11,BackEnd advanced search
1099,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2019 / Tucker Biddlecombe or Ji Hye Jung,177,0.087,BackEnd advanced search
1100,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2019 / Tucker Biddlecombe,97,0.075,BackEnd advanced search
1101,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot; / &quot;Blair School of Music&quot; 2019,2575,0.098,BackEnd quick search
1102,Staff,VB1CT66        ,4/27/2020,Multiple,&quot;Blair School of Music&quot;,13207,0.098,FrontEnd quick search
1103,Staff,VB1CT66        ,4/27/2020,Multiple,Mark Wait,98,0.121,FrontEnd quick search
1104,Staff,VB1CT66        ,4/27/2020,Multiple,Mark Wait,98,0.038,FrontEnd quick search
1105,Staff,VB1CT66        ,4/27/2020,Multiple,Mark Wait,98,0.061,FrontEnd quick search
1106,Staff,VB1CT66        ,4/1/2020,Multiple,Randall Harley,17,0.03,FrontEnd quick search
1107,Staff,VB1CT66        ,4/1/2020,Multiple,Randall Harley,17,0.036,FrontEnd quick search
1108,Staff,VB1CT66        ,4/1/2020,Multiple,Fazio,72,0.158,FrontEnd quick search
1109,Staff,VB1CT66        ,3/31/2020,Multiple,Independent School Leadership cohort,378,0.072,FrontEnd quick search
1110,Staff,VB1CT66        ,3/26/2020,Multiple,Hans Stoll,81,0.071,FrontEnd quick search
1111,Staff,VB1CT66        ,3/19/2020,Multiple,,341061,0.178,BackEnd advanced search
1112,Staff,VB1CT66        ,3/19/2020,Multiple,Jennifer Ledford,1,0.039,BackEnd quick search
1113,Staff,VB1CT66        ,3/19/2020,Multiple,,341063,0.196,BackEnd advanced search
1114,Staff,VB1CT66        ,3/19/2020,Multiple,Marcia Barnes,0,0,BackEnd quick search
1115,Staff,VB1CT66        ,3/19/2020,Multiple,Marcia Barnes,0,0,FrontEnd quick search
1116,Staff,VB1CT66        ,3/10/2020,Multiple,&quot;Blair School of Music&quot;,2453,0.126,BackEnd quick search
1117,Staff,VB1CT66        ,3/10/2020,Multiple,,282262,0.174,BackEnd advanced search
1118,Staff,VB1CT66        ,3/10/2020,Multiple,Robbie Fry,0,0,FrontEnd quick search
1119,Staff,VB1CT66        ,3/9/2020,Multiple,Charlane Oliver,35,0.079,FrontEnd quick search
1120,Staff,VB1CT66        ,3/9/2020,Multiple,Charlane Oliver,35,0.088,FrontEnd quick search
1121,Staff,VB1CT66        ,3/9/2020,Multiple,Charlane Oliver,35,0.059,FrontEnd quick search
1122,Staff,VB1CT66        ,3/9/2020,Multiple,Charlane Oliver,35,0.069,FrontEnd quick search
1123,Staff,VB1CT66        ,3/9/2020,Multiple,Charlane Oliver,35,0.105,FrontEnd quick search
1124,Staff,VB1CT66        ,3/4/2020,Multiple,Blair,9,0.023,BackEnd quick search
1125,Staff,VB1CT66        ,3/4/2020,Multiple,,17,0.016,BackEnd advanced search
1126,Staff,VB1CT66        ,3/4/2020,Multiple,&quot;Blair School of Music&quot;,0,0,BackEnd quick search
1127,Staff,VB1CT66        ,3/4/2020,Multiple,,17,0.078,BackEnd advanced search
1128,Staff,VB1CT66        ,2/11/2020,Multiple,Schuermann,0,0,BackEnd quick search
1129,Staff,VB1CT66        ,2/11/2020,Multiple,,142062,0.06,BackEnd quick search
1130,Staff,VB1CT66        ,2/11/2020,Multiple,Chambliss_David,0,0,BackEnd quick search
1131,Staff,VB1CT66        ,2/11/2020,Multiple,,142062,0.058,BackEnd advanced search
1132,Staff,VB1CT66        ,2/11/2020,Multiple,David Chambliss,0,0,BackEnd quick search
1133,Staff,VB1CT66        ,2/11/2020,Multiple,,142062,0.052,BackEnd advanced search
1134,Staff,VB1CT66        ,2/11/2020,Multiple,Chambliss,0,0,BackEnd quick search
1135,Staff,VB1CT66        ,2/11/2020,Multiple,,142062,0.067,BackEnd advanced search
1136,Staff,VB1CT66        ,2/11/2020,Multiple,Rodgers,8,0.028,BackEnd quick search
1137,Staff,VB1CT66        ,2/11/2020,Multiple,,142062,0.106,BackEnd advanced search
1138,Staff,VB1CT66        ,2/11/2020,Multiple,Duane Watson,1,0.023,BackEnd quick search
1139,Staff,VB1CT66        ,2/11/2020,Multiple,,142065,0.162,BackEnd advanced search
1140,Staff,VB1CT66        ,2/11/2020,Multiple,Anita Wager,1,0.024,BackEnd quick search
1141,Staff,VB1CT66        ,2/11/2020,Multiple,,142065,0.055,BackEnd advanced search
1142,Staff,VB1CT66        ,2/11/2020,Multiple,Loss,111,0.038,BackEnd quick search
1143,Staff,VB1CT66        ,2/11/2020,Multiple,,142069,0.071,BackEnd advanced search
1144,Staff,VB1CT66        ,2/11/2020,Multiple,Catherine Gavin Loss,0,0,BackEnd quick search
1145,Staff,VB1CT66        ,2/11/2020,Multiple,,142082,0.095,BackEnd advanced search
1146,Staff,VB1CT66        ,2/11/2020,Multiple,Sharon Shields,1,0.038,BackEnd quick search
1147,Staff,VB1CT66        ,2/11/2020,Multiple,,142093,0.064,BackEnd advanced search
1148,Staff,VB1CT66        ,2/11/2020,Multiple,Ellen Goldring,2,0.025,FrontEnd quick search
1149,Staff,VB1CT66        ,2/10/2020,Multiple,Topping out,96,0.158,BackEnd quick search
1150,Staff,VB1CT66        ,2/10/2020,Multiple,,134502,0.083,BackEnd quick search
1151,Staff,VB1CT66        ,2/10/2020,Multiple,heart and soul december 2019,0,0,BackEnd quick search
1152,Staff,VB1CT66        ,2/10/2020,Multiple,heart and soul award,641,0.042,BackEnd quick search
1153,Staff,VB1CT66        ,2/10/2020,Multiple,,134498,0.083,BackEnd advanced search
1154,Staff,VB1CT66        ,2/10/2020,Multiple,Heart and Soul Ally Armistead,0,0,BackEnd quick search
1155,Staff,VB1CT66        ,2/10/2020,Multiple,,134492,0.072,BackEnd advanced search
1156,Staff,VB1CT66        ,2/10/2020,Multiple,Heart and Soul Award Armistead,0,0,BackEnd quick search
1157,Staff,VB1CT66        ,2/10/2020,Multiple,Heart and Soul Award,641,0.05,BackEnd quick search
1158,Staff,VB1CT66        ,2/10/2020,Multiple,,134490,0.073,BackEnd advanced search
1159,Staff,VB1CT66        ,2/10/2020,Multiple,Tipper Gore,160,0.043,BackEnd quick search
1160,Staff,VB1CT66        ,2/10/2020,Multiple,,134476,0.105,BackEnd advanced search
1161,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Tim Corbin&quot;,51,0.048,BackEnd quick search
1162,Staff,VB1CT66        ,2/10/2020,Multiple,,134156,0.073,BackEnd advanced search
1163,Staff,VB1CT66        ,2/10/2020,Multiple,Peter Rabbit,0,0,BackEnd quick search
1164,Staff,VB1CT66        ,2/10/2020,Multiple,,134154,0.086,BackEnd advanced search
1165,Staff,VB1CT66        ,2/10/2020,Multiple,cheekwood,0,0,BackEnd quick search
1166,Staff,VB1CT66        ,2/10/2020,Multiple,,134154,0.091,BackEnd advanced search
1167,Staff,VB1CT66        ,2/10/2020,Multiple,,134144,0.089,BackEnd advanced search
1168,Staff,VB1CT66        ,2/10/2020,Multiple,,134144,0.053,BackEnd advanced search
1169,Staff,VB1CT66        ,2/10/2020,Multiple,Ally Armistead,0,0,BackEnd advanced search
1170,Staff,VB1CT66        ,2/10/2020,Multiple,Shinn,292,0.026,BackEnd advanced search
1171,Staff,VB1CT66        ,2/10/2020,Multiple,Ally Armistead / Shinn,0,0.001,BackEnd quick search
1172,Staff,VB1CT66        ,2/10/2020,Multiple,Ally Armistead,0,0,FrontEnd quick search
1173,Staff,VB1CT66        ,2/10/2020,Multiple,Shinn,292,0.028,BackEnd quick search
1174,Staff,VB1CT66        ,2/10/2020,Multiple,,134118,0.097,BackEnd advanced search
1175,Staff,VB1CT66        ,2/10/2020,Multiple,Marybeth Shinn,1,0.036,BackEnd quick search
1176,Staff,VB1CT66        ,2/10/2020,Multiple,Marybeth Shinn,1,0.032,FrontEnd quick search
1177,Staff,VB1CT66        ,2/10/2020,Multiple,Lisa Fazio,4,0.026,FrontEnd quick search
1178,Staff,VB1CT66        ,2/10/2020,Multiple,Susan Gray School,0,0,BackEnd advanced search
1179,Staff,VB1CT66        ,2/10/2020,Multiple,Susan Gray School,0,0,BackEnd advanced search
1180,Staff,VB1CT66        ,2/10/2020,Multiple,Susan Gray School,0,0,BackEnd advanced search
1181,Staff,VB1CT66        ,2/10/2020,Multiple,Susan Gray School,0,0,FrontEnd quick search
1182,Staff,VB1CT66        ,2/10/2020,Multiple,Peter Rabbit house,0,0,BackEnd quick search
1183,Staff,VB1CT66        ,2/10/2020,Multiple,Peter Rabbit house,0,0,BackEnd quick search
1184,Staff,VB1CT66        ,2/10/2020,Multiple,"Peter Rabbit house / Peter Rabbit house, Susan Gray School",0,0.001,BackEnd quick search
1185,Staff,VB1CT66        ,2/10/2020,Multiple,Peter Rabbit house,0,0,FrontEnd quick search
1186,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.041,BackEnd quick search
1187,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.024,BackEnd quick search
1188,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.109,BackEnd quick search
1189,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.052,BackEnd quick search
1190,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot; / Peter Rabbit house,0,0,BackEnd quick search
1191,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.038,BackEnd quick search
1192,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.026,BackEnd quick search
1193,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.025,BackEnd quick search
1194,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.023,BackEnd quick search
1195,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.039,FrontEnd quick search
1196,Staff,VB1CT66        ,2/10/2020,Multiple,&quot;Candice Storey Lee&quot;,54,0.096,FrontEnd quick search
1197,Staff,VB1CT66        ,1/27/2020,Multiple,Humming,192,0.031,FrontEnd quick search
1198,Staff,VB1CT66        ,1/27/2020,Multiple,Blair,3285,0.031,FrontEnd quick search
1199,Staff,VB1CT66        ,1/27/2020,Multiple,&quot;Blair School of Music&quot;,1630,0.029,FrontEnd quick search
1200,Staff,VB1CT66        ,1/27/2020,Multiple,&quot;Blair School of Music&quot;,1630,0.018,FrontEnd quick search
1201,Staff,VB1CT66        ,1/21/2020,Multiple,Blair,9,0.016,BackEnd quick search
1202,Staff,VB1CT66        ,1/21/2020,Multiple,,22,0.02,BackEnd advanced search
1203,Staff,VB1CT66        ,1/21/2020,Multiple,&quot;Blair School of Music&quot;,0,0,BackEnd quick search
1204,Staff,VB1CT66        ,1/21/2020,Multiple,,22,0.023,BackEnd advanced search
1205,Staff,VB1CT66        ,1/21/2020,Multiple,&quot;Blair School of Music&quot;,0,0,BackEnd advanced search
1206,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu / &quot;Blair School of Music&quot;,0,0,BackEnd quick search
1207,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1208,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1209,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1210,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1211,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1212,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1213,Staff,VB1CT66        ,1/21/2020,Multiple,bonnie.ertelt@vanderbilt.edu,0,0,BackEnd quick search
1214,Staff,VB1CT66        ,1/10/2020,Multiple,,22,0.018,BackEnd advanced search
1215,Staff,VB1CT66        ,1/10/2020,Multiple,Bergquist,0,0,BackEnd quick search
1216,Staff,VB1CT66        ,1/10/2020,Multiple,,22,0.015,BackEnd quick search
1217,Staff,VB1CT66        ,1/10/2020,Multiple,,22,0.016,BackEnd quick search
1218,Staff,VB1CT66        ,1/10/2020,Multiple,Luke Gregory,0,0,BackEnd quick search
1219,Staff,VB1CT66        ,1/10/2020,Multiple,,22,0.061,BackEnd quick search
1220,Staff,VB1CT66        ,1/10/2020,Multiple,,22,0.03,BackEnd advanced search
1221,Staff,VB1CT66        ,1/2/2020,Multiple,Abattista,51,0.028,BackEnd advanced search
1222,Staff,VB1CT66        ,1/2/2020,Multiple,Lila Meretzsky / Abattista,0,0,BackEnd quick search
1223,Staff,VB1CT66        ,1/2/2020,Multiple,Lila Meretzsky,0,0,FrontEnd quick search
1224,Staff,VB1CT66        ,1/2/2020,Multiple,Lila Meretzsky,0,0,BackEnd advanced search
1225,Staff,VB1CT66        ,1/2/2020,Multiple,bonnie.ertelt@vanderbilt.edu / Lila Meretzsky,0,0,BackEnd quick search
1226,Staff,VB1CT66        ,11/5/2019,Multiple,Peabody College / Jonathan Ertelt,0,0,BackEnd quick search
1227,Staff,VB1CT66        ,11/5/2019,Multiple,Peabody College,104,0.047,FrontEnd quick search
1228,Staff,VB1CT88        ,3/27/2020,Multiple,leor halevi,2,0.025,FrontEnd quick search
1229,Staff,VB1CT88        ,12/10/2019,Multiple,,2570,0.029,FrontEnd quick search
1230,Staff,VB1CT88        ,11/18/2019,Multiple,,2348,0.021,FrontEnd quick search
1231,Staff,VB1CT88        ,11/18/2019,Multiple,,20,0.015,FrontEnd quick search
1232,Staff,VB3CT547       ,5/29/2020,Multiple,daniel dubois,29864,0.075,BackEnd quick search
1233,Staff,VB3CT547       ,5/29/2020,Multiple,,325477,0.275,BackEnd advanced search
1234,Staff,VB3CT547       ,5/29/2020,Multiple,ian morrison,0,0,FrontEnd quick search
1235,Staff,VB3CT547       ,5/29/2020,Multiple,morrison / ian morrison,0,0,BackEnd quick search
1236,Staff,VB3CT547       ,5/29/2020,Multiple,morrison,66,0.036,FrontEnd quick search
1237,Staff,VB3CT547       ,5/29/2020,Multiple,furlong,1,0.026,FrontEnd quick search
1238,Staff,VB3CT547       ,5/29/2020,Multiple,whinnery,23,0.056,BackEnd quick search
1239,Staff,VB3CT547       ,5/29/2020,Multiple,,325477,0.215,BackEnd advanced search
1240,Staff,VB3CT547       ,5/29/2020,Multiple,maida,0,0,BackEnd quick search
1241,Staff,VB3CT547       ,5/29/2020,Multiple,princine,1,0.028,BackEnd quick search
1242,Staff,VB3CT547       ,5/29/2020,Multiple,,325477,0.185,BackEnd advanced search
1243,Staff,VB3CT547       ,5/29/2020,Multiple,mcmillen,0,0,BackEnd quick search
1244,Staff,VB3CT547       ,5/29/2020,Multiple,mcmillen,0,0,BackEnd quick search
1245,Staff,VB3CT547       ,5/29/2020,Multiple,mcmillen,0,0,FrontEnd quick search
1246,Staff,VB3CT547       ,4/10/2020,Multiple,zeppos college,563,0.122,BackEnd advanced search
1247,Staff,VB3CT547       ,4/10/2020,Multiple,zeppos collece / zeppos college,0,0.001,BackEnd quick search
1248,Staff,VB3CT547       ,4/10/2020,Multiple,zeppos collece,0,0,FrontEnd quick search
1249,Staff,VB3CT547       ,3/24/2020,Multiple,coronavirus,163,0.04,FrontEnd quick search
1250,Staff,VB3CT547       ,1/20/2020,Multiple,darrell soloman,1,0.019,BackEnd quick search
1251,Staff,VB3CT547       ,1/20/2020,Multiple,susan urmy,7724,0.058,BackEnd quick search
1252,Staff,VB3CT547       ,1/20/2020,Multiple,,81262,0.065,BackEnd advanced search
1253,Staff,VB3CT547       ,1/20/2020,Multiple,erin facer,2,0.018,BackEnd quick search
1254,Staff,VB3CT547       ,1/20/2020,Multiple,,81262,0.06,BackEnd advanced search
1255,Staff,VB3CT547       ,1/20/2020,Multiple,donna smith,0,0,BackEnd quick search
1256,Staff,VB3CT547       ,1/20/2020,Multiple,,81262,0.049,BackEnd advanced search
1257,Staff,VB3CT547       ,1/17/2020,Multiple,nashville government / Horizontal,233,0.023,BackEnd advanced search
1258,Staff,VB3CT547       ,1/17/2020,Multiple,nashville government,307,0.02,BackEnd advanced search
1259,Staff,VB3CT547       ,1/17/2020,Multiple,nashville / nashville government,307,0.054,BackEnd quick search
1260,Staff,VB3CT547       ,1/17/2020,Multiple,nashville / ★★★★★★★ / Horizontal,105,0.051,BackEnd advanced search
1261,Staff,VB3CT547       ,1/17/2020,Multiple,nashville / Horizontal,23594,0.045,BackEnd advanced search
1262,Staff,VB3CT547       ,1/17/2020,Multiple,nashville,32505,0.042,BackEnd advanced search
1263,Staff,VB3CT547       ,1/17/2020,Multiple,nashville,32506,0.152,BackEnd quick search
1264,Staff,VB3CT547       ,1/17/2020,Multiple,nashville / nashville skyline,1,0.029,BackEnd quick search
1265,Staff,VB3CT547       ,1/17/2020,Multiple,nashville,32506,0.046,BackEnd quick search
1266,Staff,VB3CT547       ,1/17/2020,Multiple,nashville / nashville city,123,0.042,BackEnd quick search
1267,Staff,VB3CT547       ,1/17/2020,Multiple,nashville,32506,0.053,BackEnd quick search
1268,Staff,VB3CT547       ,1/17/2020,Multiple,nashville,32506,0.046,BackEnd quick search
1269,Staff,VB3CT547       ,1/17/2020,Multiple,nashville,32506,0.06,FrontEnd quick search
1270,Staff,VB3CT547       ,12/4/2019,Multiple,nora tyson / david owens,0,0,BackEnd quick search
1271,Staff,VB3CT547       ,12/4/2019,Multiple,nora tyson / dave owens,0,0.036,BackEnd quick search
1272,Staff,VB3CT547       ,12/4/2019,Multiple,nora tyson,0,0,FrontEnd quick search
1273,Staff,VB3CT547       ,9/11/2019,Multiple,implosion,0,0,FrontEnd quick search
1274,Staff,VB1CT85        ,11/13/2019,Multiple,student,20152,0.061,FrontEnd advanced search
1275,Staff,VB1CT85        ,11/13/2019,Multiple,student,19190,0.019,FrontEnd quick search
1276,Staff,VB3CT536       ,6/4/2020,Multiple,Curb Center,247,0.058,BackEnd quick search
1277,Staff,VB3CT536       ,6/4/2020,Multiple,,323622,0.199,BackEnd advanced search
1278,Staff,VB3CT536       ,6/4/2020,Multiple,Lense,0,0,BackEnd quick search
1279,Staff,VB3CT536       ,6/4/2020,Multiple,20180728JR,0,0,BackEnd quick search
1280,Staff,VB3CT536       ,6/4/2020,Multiple,,323622,0.19,BackEnd quick search
1281,Staff,VB3CT536       ,6/4/2020,Multiple,Diermeier,233,0.033,BackEnd quick search
1282,Staff,VB3CT536       ,6/4/2020,Multiple,Deirmeier,0,0,BackEnd quick search
1283,Staff,VB3CT536       ,6/4/2020,Multiple,,323631,0.255,BackEnd advanced search
1284,Staff,VB3CT536       ,6/4/2020,Multiple,brain,372,0.044,FrontEnd quick search
1285,Staff,VB3CT536       ,6/3/2020,Multiple,Pritchett,2,0.03,FrontEnd quick search
1286,Staff,VB3CT536       ,6/3/2020,Multiple,Pritchett,2,0.037,FrontEnd quick search
1287,Staff,VB3CT536       ,5/28/2020,Multiple,Wondry,1173,0.033,BackEnd quick search
1288,Staff,VB3CT536       ,5/28/2020,Multiple,,325624,0.16,BackEnd quick search
1289,Staff,VB3CT536       ,5/28/2020,Multiple,music cognition lab,11,0.04,BackEnd quick search
1290,Staff,VB3CT536       ,5/28/2020,Multiple,music,20290,0.065,BackEnd quick search
1291,Staff,VB3CT536       ,5/28/2020,Multiple,,325637,0.215,BackEnd advanced search
1292,Staff,VB3CT536       ,5/28/2020,Multiple,Music Cognition,59,0.046,BackEnd quick search
1293,Staff,VB3CT536       ,5/28/2020,Multiple,,325637,0.219,BackEnd quick search
1294,Staff,VB3CT536       ,5/28/2020,Multiple,Serenade,5,0.034,BackEnd quick search
1295,Staff,VB3CT536       ,5/28/2020,Multiple,,325636,0.2,BackEnd advanced search
1296,Staff,VB3CT536       ,5/28/2020,Multiple,20180728,0,0,BackEnd advanced search
1297,Staff,VB3CT536       ,5/28/2020,Multiple,20180728JR / 20180728,0,0,BackEnd quick search
1298,Staff,VB3CT536       ,5/28/2020,Multiple,20180728JR,0,0,FrontEnd quick search
1299,Staff,VB3CT536       ,5/21/2020,Multiple,Owen Jones,46,0.043,FrontEnd quick search
1300,Staff,VB3CT536       ,5/21/2020,Multiple,Owen Jones,46,0.048,FrontEnd advanced search
1301,Staff,VB3CT536       ,5/21/2020,Multiple,Owen Jones,46,0.101,BackEnd advanced search
1302,Staff,VB3CT536       ,5/21/2020,Multiple,Chris Sundby / Owen Jones,0,0.002,BackEnd quick search
1303,Staff,VB3CT536       ,5/21/2020,Multiple,Chris Sundby,43,0.04,FrontEnd advanced search
